,Country,Year,gdp_per_capita,Electricity_consumption_per_capita,under5mortality,Poverty,BMI_male,BMI_female,population
0,Brazil,1800,1109,,417.44,,,,3639636
1,Brazil,1801,1109,,417.44,,,,
2,Brazil,1802,1109,,417.44,,,,
3,Brazil,1803,1109,,417.44,,,,
4,Brazil,1804,1109,,417.44,,,,
5,Brazil,1805,1110,,417.44,,,,
6,Brazil,1806,1110,,417.44,,,,
7,Brazil,1807,1110,,417.44,,,,
8,Brazil,1808,1110,,417.44,,,,
9,Brazil,1809,1110,,417.44,,,,
10,Brazil,1810,1110,,417.44,,,,4058652
11,Brazil,1811,1111,,417.44,,,,
12,Brazil,1812,1111,,417.44,,,,
13,Brazil,1813,1111,,417.44,,,,
14,Brazil,1814,1111,,417.44,,,,
15,Brazil,1815,1111,,417.44,,,,
16,Brazil,1816,1111,,417.44,,,,
17,Brazil,1817,1112,,417.44,,,,
18,Brazil,1818,1112,,417.44,,,,
19,Brazil,1819,1112,,417.44,,,,
20,Brazil,1820,1112,,417.44,,,,4582325
21,Brazil,1821,1114,,417.44,,,,
22,Brazil,1822,1117,,417.44,,,,
23,Brazil,1823,1119,,417.44,,,,
24,Brazil,1824,1122,,417.44,,,,
25,Brazil,1825,1124,,417.44,,,,
26,Brazil,1826,1126,,417.44,,,,
27,Brazil,1827,1129,,417.44,,,,
28,Brazil,1828,1131,,417.44,,,,
29,Brazil,1829,1134,,417.44,,,,
30,Brazil,1830,1136,,417.44,,,,5301068
31,Brazil,1831,1138,,417.44,,,,
32,Brazil,1832,1141,,417.44,,,,
33,Brazil,1833,1143,,417.44,,,,
34,Brazil,1834,1146,,417.44,,,,
35,Brazil,1835,1148,,417.44,,,,
36,Brazil,1836,1151,,417.44,,,,
37,Brazil,1837,1153,,417.44,,,,
38,Brazil,1838,1155,,417.44,,,,
39,Brazil,1839,1158,,417.44,,,,
40,Brazil,1840,1160,,417.44,,,,6206694
41,Brazil,1841,1163,,417.44,,,,
42,Brazil,1842,1165,,417.44,,,,
43,Brazil,1843,1168,,417.44,,,,
44,Brazil,1844,1170,,417.44,,,,
45,Brazil,1845,1173,,417.44,,,,
46,Brazil,1846,1175,,417.44,,,,
47,Brazil,1847,1178,,417.44,,,,
48,Brazil,1848,1180,,417.44,,,,
49,Brazil,1849,1183,,417.44,,,,
50,Brazil,1850,1185,,417.44,,,,7254194
51,Brazil,1851,1267,,417.44,,,,
52,Brazil,1852,1233,,417.44,,,,
53,Brazil,1853,1157,,417.44,,,,
54,Brazil,1854,1118,,417.44,,,,
55,Brazil,1855,1129,,417.44,,,,
56,Brazil,1856,1170,,417.44,,,,
57,Brazil,1857,1252,,417.44,,,,
58,Brazil,1858,1333,,417.44,,,,
59,Brazil,1859,1323,,417.44,,,,
60,Brazil,1860,1358,,417.44,,,,8466005
61,Brazil,1861,1346,,417.44,,,,
62,Brazil,1862,1282,,417.44,,,,
63,Brazil,1863,1311,,417.44,,,,
64,Brazil,1864,1330,,417.44,,,,
65,Brazil,1865,1429,,417.44,,,,
66,Brazil,1866,1481,,417.44,,,,
67,Brazil,1867,1604,,417.44,,,,
68,Brazil,1868,1604,,417.44,,,,
69,Brazil,1869,1605,,417.44,,,,
70,Brazil,1870,1488,,417.44,,,,9964419
71,Brazil,1871,1488,,417.44,,,,
72,Brazil,1872,1540,,417.44,,,,
73,Brazil,1873,1494,,417.44,,,,
74,Brazil,1874,1518,,417.44,,,,
75,Brazil,1875,1541,,417.44,,,,
76,Brazil,1876,1483,,417.44,,,,
77,Brazil,1877,1442,,417.44,,,,
78,Brazil,1878,1512,,417.44,,,,
79,Brazil,1879,1525,,417.44,,,,
80,Brazil,1880,1455,,417.44,,,,11893392
81,Brazil,1881,1467,,417.44,,,,
82,Brazil,1882,1503,,417.44,,,,
83,Brazil,1883,1462,,417.44,,,,
84,Brazil,1884,1561,,417.44,,,,
85,Brazil,1885,1450,,417.44,,,,
86,Brazil,1886,1497,,417.44,,,,
87,Brazil,1887,1398,,417.44,,,,
88,Brazil,1888,1345,,417.44,,,,
89,Brazil,1889,1364,,417.44,,,,
90,Brazil,1890,1492,,417.44,,,,14410738
91,Brazil,1891,1586,,417.44,,,,
92,Brazil,1892,1375,,417.44,,,,
93,Brazil,1893,1170,,417.44,,,,
94,Brazil,1894,1171,,417.42,,,,
95,Brazil,1895,1388,,417.39,,,,
96,Brazil,1896,1260,,417.33,,,,
97,Brazil,1897,1241,,417.22,,,,
98,Brazil,1898,1271,,417.05,,,,
99,Brazil,1899,1248,,416.83,,,,
100,Brazil,1900,1201,,416.53,,,,18103489
101,Brazil,1901,1354,,416.17,,,,
102,Brazil,1902,1315,,415.75,,,,
103,Brazil,1903,1318,,415.26,,,,
104,Brazil,1904,1301,,414.7,,,,
105,Brazil,1905,1322,,414.08,,,,
106,Brazil,1906,1456,,413.4,,,,
107,Brazil,1907,1445,,412.65,,,,
108,Brazil,1908,1369,,411.83,,,,
109,Brazil,1909,1475,,410.96,,,,
110,Brazil,1910,1487,,410.05,,,,22414074
111,Brazil,1911,1533,,409.1,,,,
112,Brazil,1912,1592,,408.13,,,,
113,Brazil,1913,1598,,407.15,,,,
114,Brazil,1914,1531,,406.17,,,,
115,Brazil,1915,1498,,405.19,,,,
116,Brazil,1916,1471,,403.99,,,,
117,Brazil,1917,1571,,402.79,,,,
118,Brazil,1918,1492,,401.59,,,,
119,Brazil,1919,1569,,400.4,,,,
120,Brazil,1920,1722,,399.2,,,,27660862
121,Brazil,1921,1702,,398.01,,,,
122,Brazil,1922,1785,,396.82,,,,
123,Brazil,1923,1879,,395.62,,,,
124,Brazil,1924,1853,,394.44,,,,
125,Brazil,1925,1797,,393.25,,,,
126,Brazil,1926,1834,,392.06,,,,
127,Brazil,1927,1977,,390.88,,,,
128,Brazil,1928,2143,,389.69,,,,
129,Brazil,1929,2099,,388.5,,,,
130,Brazil,1930,1998,,387.32,,,,33888997
131,Brazil,1931,1870,,380.24,,,,
132,Brazil,1932,1896,,374.37,,,,
133,Brazil,1933,2012,,367.46,,,,
134,Brazil,1934,2133,,360.61,,,,
135,Brazil,1935,2137,,355.01,,,,
136,Brazil,1936,2330,,348.35,,,,
137,Brazil,1937,2370,,342.88,,,,
138,Brazil,1938,2407,,336.39,,,,
139,Brazil,1939,2397,,329.99,,,,
140,Brazil,1940,2308,,324.74,,,,41545129
141,Brazil,1941,2351,,311.25,,,,
142,Brazil,1942,2214,,299.14,,,,
143,Brazil,1943,2337,,287.32,,,,
144,Brazil,1944,2451,,274.85,,,,
145,Brazil,1945,2457,,263.64,,,,
146,Brazil,1946,2662,,256.21,,,,
147,Brazil,1947,2643,,248.99,,,,
148,Brazil,1948,2811,,241.98,,,,
149,Brazil,1949,2932,,235.16,,,,
150,Brazil,1950,3030,,228.53,,,,53974726
151,Brazil,1951,3074,,222.09,,,,55605541
152,Brazil,1952,3191,,215.84,,,,57304772
153,Brazil,1953,3228,,209.75,,,,59053267
154,Brazil,1954,3366,,203.84,,,,60838782
155,Brazil,1955,3543,,198.1,,,,62655984
156,Brazil,1956,3521,,192.5,,,,64506874
157,Brazil,1957,3668,,187,,,,66400362
158,Brazil,1958,3935,,181.7,,,,68351012
159,Brazil,1959,4184,,176.7,,,,70376952
160,Brazil,1960,4433,,171.8,,,,72493585
161,Brazil,1961,4663,,167.1,,,,74706888
162,Brazil,1962,4823,,162.5,,,,77007549
163,Brazil,1963,4697,,158.2,,,,79368453
164,Brazil,1964,4707,,154.2,,,,81751802
165,Brazil,1965,4671,,150.6,,,,84130061
166,Brazil,1966,4836,,147.2,,,,86494987
167,Brazil,1967,4888,,143.9,,,,88853679
168,Brazil,1968,5215,,140.7,,,,91213009
169,Brazil,1969,5550,,137.3,,,,93585746
170,Brazil,1970,5930,,133.7,,,,95982453
171,Brazil,1971,6463,455.480731,130.1,,,,98402200
172,Brazil,1972,7082,494.3227772,126.4,,,,100844391
173,Brazil,1973,7904,549.4308503,122.7,,,,103320787
174,Brazil,1974,8362,599.3182131,119.1,,,,105846274
175,Brazil,1975,8595,645.4649916,115.6,,,,108431284
176,Brazil,1976,9274,715.4518079,111.9,,,,111076063
177,Brazil,1977,9512,783.0307948,108.2,,,,113776467
178,Brazil,1978,9759,852.6012927,104.2,,,,116532153
179,Brazil,1979,10187,933.4270121,100,,,,119341444
180,Brazil,1980,10922,1007.923103,95.6,,22.63867,24.05006,122199721
181,Brazil,1981,10224,1013.01019,91.1,13.64,22.72772,24.11916,125107382
182,Brazil,1982,10094,1047.438228,86.8,13.66,22.81802,24.17848,128054757
183,Brazil,1983,9590,1103.156437,82.6,16.65,22.89804,24.21987,131014337
184,Brazil,1984,9913,1199.721572,78.8,15.5,22.9789,24.26384,133950551
185,Brazil,1985,10495,1274.116304,75.3,13.52,23.07389,24.31669,136836428
186,Brazil,1986,11079,1345.593678,72.1,9.7,23.17442,24.38141,139664639
187,Brazil,1987,11267,1359.654566,69.1,13.64,23.27956,24.44963,142437479
188,Brazil,1988,11062,1411.521627,66.3,14.68,23.38452,24.51057,145150468
189,Brazil,1989,11226,1442.534229,63.7,13.71,23.49948,24.57384,147801816
190,Brazil,1990,10331,1454.463167,61.1,16.23,23.60242,24.62666,150393143
191,Brazil,1991,10315,1481.293182,58.5,,23.71304,24.67793,152916852
192,Brazil,1992,10104,1490.789159,55.7,16.7,23.82606,24.73137,155379009
193,Brazil,1993,10413,1536.00575,52.8,15.87,23.92823,24.77471,157812220
194,Brazil,1994,10802,1566.759345,49.8,,24.03524,24.82409,160260508
195,Brazil,1995,11108,1635.701188,46.7,9.93,24.14789,24.88216,162755054
196,Brazil,1996,11178,1689.366182,43.6,11.21,24.25992,24.92815,165303155
197,Brazil,1997,11382,1765.404782,40.6,10.9,24.37651,24.99343,167893835
198,Brazil,1998,11250,1811.681997,37.7,9.58,24.4885,25.05794,170516482
199,Brazil,1999,11139,1835.705356,35,9.87,24.60608,25.12756,173153066
200,Brazil,2000,11461,1900.456685,32.4,,24.73196,25.20224,175786441
201,Brazil,2001,11446,1750.190098,30.1,10.2,24.84949,25.27984,178419396
202,Brazil,2002,11638,1808.117437,27.9,8.87,24.97064,25.36366,181045592
203,Brazil,2003,11627,1882.847008,25.9,9.62,25.09147,25.45842,183627339
204,Brazil,2004,12135,1956.118941,24.1,8.14,25.2199,25.56211,186116363
205,Brazil,2005,12373,2015.634235,22.5,7.18,25.34959,25.66827,188479240
206,Brazil,2006,12732,2072.726605,21,5.93,25.48902,25.77333,190698241
207,Brazil,2007,13364,2169.12926,19.7,5.84,25.63555,25.8801,192784521
208,Brazil,2008,13906,2233.200708,18.6,4.87,25.78623,25.99113,194769696
209,Brazil,2009,13749,2201.808724,17.6,4.72,,,196701298
210,Brazil,2010,14660,2380.511415,16.7,,,,198614208
211,Brazil,2011,15101,2437.960105,15.9,4.53,,,200517584
212,Brazil,2012,15234,,15.1,3.75,,,202401584
213,Brazil,2013,15518,,14.4,,,,204259377
214,Brazil,2014,15412,,13.8,,,,206077898
215,Brazil,2015,15441,,13.3,,,,207847528
216,China,1800,985,,417.44,,,,321675013
217,China,1801,985,,417.44,,,,
218,China,1802,985,,417.44,,,,
219,China,1803,985,,417.44,,,,
220,China,1804,985,,417.44,,,,
221,China,1805,985,,417.44,,,,
222,China,1806,985,,417.44,,,,
223,China,1807,985,,417.44,,,,
224,China,1808,985,,417.44,,,,
225,China,1809,985,,417.44,,,,
226,China,1810,985,,417.44,,,,350542958
227,China,1811,985,,417.44,,,,
228,China,1812,985,,417.44,,,,
229,China,1813,985,,417.44,,,,
230,China,1814,985,,417.44,,,,
231,China,1815,985,,417.44,,,,
232,China,1816,985,,417.44,,,,
233,China,1817,985,,417.44,,,,
234,China,1818,985,,417.44,,,,
235,China,1819,985,,417.44,,,,
236,China,1820,985,,417.44,,,,380055273
237,China,1821,985,,417.44,,,,
238,China,1822,985,,417.44,,,,
239,China,1823,985,,417.44,,,,
240,China,1824,985,,417.44,,,,
241,China,1825,985,,417.44,,,,
242,China,1826,985,,417.44,,,,
243,China,1827,985,,417.44,,,,
244,China,1828,985,,417.44,,,,
245,China,1829,986,,417.44,,,,
246,China,1830,986,,417.44,,,,402373519
247,China,1831,986,,417.44,,,,
248,China,1832,986,,417.44,,,,
249,China,1833,986,,417.44,,,,
250,China,1834,986,,417.44,,,,
251,China,1835,986,,417.44,,,,
252,China,1836,986,,417.44,,,,
253,China,1837,986,,417.44,,,,
254,China,1838,986,,417.44,,,,
255,China,1839,986,,417.44,,,,
256,China,1840,986,,417.44,,,,411213424
257,China,1841,1031,,417.44,,,,
258,China,1842,1033,,417.44,,,,
259,China,1843,999,,417.44,,,,
260,China,1844,973,,417.44,,,,
261,China,1845,980,,417.44,,,,
262,China,1846,980,,417.44,,,,
263,China,1847,986,,417.44,,,,
264,China,1848,995,,417.44,,,,
265,China,1849,992,,417.44,,,,
266,China,1850,985,,417.44,,,,402711280
267,China,1851,975,,430.46,,,,
268,China,1852,1017,,443.79,,,,
269,China,1853,1011,,457.41,,,,
270,China,1854,991,,471.38,,,,
271,China,1855,984,,485.68,,,,
272,China,1856,1013,,500.35,,,,
273,China,1857,999,,491.55,,,,
274,China,1858,1029,,481.39,,,,
275,China,1859,1007,,472.81,,,,
276,China,1860,1023,,464.39,,,,380047548
277,China,1861,1044,,456.05,,,,
278,China,1862,1074,,446.51,,,,
279,China,1863,1095,,438.46,,,,
280,China,1864,1098,,430.46,,,,
281,China,1865,1066,,429.16,,,,
282,China,1866,1087,,426.55,,,,
283,China,1867,1087,,425.25,,,,
284,China,1868,1113,,422.65,,,,
285,China,1869,1101,,421.34,,,,
286,China,1870,1099,,418.74,,,,363661158
287,China,1871,1084,,417.44,,,,
288,China,1872,1090,,417.44,,,,
289,China,1873,1057,,417.44,,,,
290,China,1874,1000,,417.44,,,,
291,China,1875,1026,,417.44,,,,
292,China,1876,1061,,417.44,,,,
293,China,1877,1001,,417.44,,,,
294,China,1878,1014,,417.44,,,,
295,China,1879,1031,,417.44,,,,
296,China,1880,1015,,417.44,,,,365544192
297,China,1881,1011,,417.44,,,,
298,China,1882,1003,,417.44,,,,
299,China,1883,1005,,417.44,,,,
300,China,1884,977,,417.44,,,,
301,China,1885,974,,417.44,,,,
302,China,1886,959,,417.44,,,,
303,China,1887,940,,417.44,,,,
304,China,1888,945,,417.44,,,,
305,China,1889,955,,417.44,,,,
306,China,1890,918,,417.44,,,,377135349
307,China,1891,933,,417.44,,,,
308,China,1892,916,,417.44,,,,
309,China,1893,921,,417.44,,,,
310,China,1894,911,,417.42,,,,
311,China,1895,940,,417.39,,,,
312,China,1896,895,,417.33,,,,
313,China,1897,904,,417.22,,,,
314,China,1898,876,,417.05,,,,
315,China,1899,882,,416.83,,,,
316,China,1900,894,,416.53,,,,395184556
317,China,1901,893,,416.17,,,,
318,China,1902,922,,415.75,,,,
319,China,1903,916,,415.26,,,,
320,China,1904,936,,414.7,,,,
321,China,1905,856,,414.08,,,,
322,China,1906,898,,413.4,,,,
323,China,1907,917,,412.65,,,,
324,China,1908,945,,411.83,,,,
325,China,1909,956,,410.96,,,,
326,China,1910,991,,410.05,,,,417830774
327,China,1911,983,,409.1,,,,
328,China,1912,938,,408.13,,,,
329,China,1913,936,,407.15,,,,
330,China,1914,946,,406.17,,,,
331,China,1915,957,,405.19,,,,
332,China,1916,968,,404.21,,,,
333,China,1917,979,,403.23,,,,
334,China,1918,990,,402.25,,,,
335,China,1919,1001,,401.27,,,,
336,China,1920,1012,,400.29,,,,462750597
337,China,1921,1017,,399.31,,,,
338,China,1922,1021,,398.33,,,,
339,China,1923,1026,,397.35,,,,
340,China,1924,1031,,396.38,,,,
341,China,1925,1035,,395.4,,,,
342,China,1926,1040,,394.42,,,,
343,China,1927,1045,,393.44,,,,
344,China,1928,1050,,392.46,,,,
345,China,1929,1054,,391.48,,,,
346,China,1930,1055,,390.5,,,,481222579
347,China,1931,1048,,383.57,,,,
348,China,1932,1064,,376.67,,,,
349,China,1933,1047,,369.93,,,,
350,China,1934,942,,363.22,,,,
351,China,1935,1004,,356.66,,,,
352,China,1936,1052,,350.12,,,,
353,China,1937,1012,,345.93,,,,
354,China,1938,973,,340.65,,,,
355,China,1939,905,,336.49,,,,
356,China,1940,841,,332.42,,,,509858820
357,China,1941,782,,330.86,,,,
358,China,1942,727,,329.3,,,,
359,China,1943,676,,327.76,,,,
360,China,1944,629,,326.22,,,,
361,China,1945,585,,324.69,,,,
362,China,1946,570,,323.16,,,,
363,China,1947,556,,321.64,,,,
364,China,1948,542,,320.13,,,,
365,China,1949,529,,318.63,,,,
366,China,1950,535,,317.13,,,,544112923
367,China,1951,582,,311.71,,,,558820362
368,China,1952,631,,306.39,,,,570764965
369,China,1953,692,,301.16,,,,580886559
370,China,1954,694,,296.02,,,,589955812
371,China,1955,706,,290.96,,,,598574241
372,China,1956,736,,270.32,,,,607167524
373,China,1957,780,,251.14,,,,615992182
374,China,1958,889,,233.32,,,,625155626
375,China,1959,958,,268.45,,,,634649557
376,China,1960,889,,308.99,,,,644450173
377,China,1961,558,,261.86,,,,654625069
378,China,1962,567,,167.82,,,,665426760
379,China,1963,635,,148.14,,,,677332765
380,China,1964,713,,130.77,,,,690932043
381,China,1965,772,,115.43,,,,706590947
382,China,1966,826,,120.8,,,,724490033
383,China,1967,719,,126.42,,,,744365635
384,China,1968,669,,132.3,,,,765570668
385,China,1969,732,,119.1,,,,787191243
386,China,1970,848,,113.3,,,,808510713
387,China,1971,876,151.2022875,107.7,,,,829367784
388,China,1972,843,162.456063,102.1,,,,849787991
389,China,1973,894,173.7918679,96.5,,,,869474823
390,China,1974,888,172.279669,90.9,,,,888132761
391,China,1975,920,196.3771081,85.2,,,,905580445
392,China,1976,891,200.5598027,79.8,,,,921688199
393,China,1977,904,217.591724,74.6,,,,936554514
394,China,1978,1016,246.5557723,70,,,,950537317
395,China,1979,1059,267.3742654,65.9,,,,964155176
396,China,1980,1073,281.6246873,62.4,,21.5784,21.91721,977837433
397,China,1981,1099,285.8177757,59.6,84.27,21.58356,21.90834,991553829
398,China,1982,1175,299.1979219,57.4,,21.5955,21.91792,1005328574
399,China,1983,1229,317.0202578,55.7,,21.61408,21.93416,1019698475
400,China,1984,1456,336.4116413,54.6,69.43,21.64363,21.96185,1035328572
401,China,1985,1557,362.8120719,54,,21.67833,21.99321,1052622410
402,China,1986,1604,391.351625,53.7,,21.71745,22.02733,1071834975
403,China,1987,1652,426.5544932,53.7,53.95,21.7639,22.05982,1092646739
404,China,1988,1597,461.7975182,53.9,,21.81317,22.08346,1114162025
405,China,1989,1474,487.373173,54,,21.85731,22.09101,1135128009
406,China,1990,1516,510.5634764,53.8,60.73,21.90382,22.10147,1154605773
407,China,1991,1634,548.8981387,53.3,,21.95193,22.11669,1172327831
408,China,1992,1845,604.5966849,52.4,,22.00604,22.15367,1188450231
409,China,1993,2078,662.5377618,51,54.85,22.0732,22.19982,1202982955
410,China,1994,2323,727.0091917,49.3,,22.1511,22.25368,1216067023
411,China,1995,2551,770.1831341,47.5,,22.23897,22.31248,1227841281
412,China,1996,2775,820.9855858,45.6,37.39,22.31367,22.37993,1238234851
413,China,1997,3000,852.6463834,43.6,,22.387,22.43812,1247259143
414,China,1998,3205,870.5238197,41.5,,22.44676,22.49949,1255262566
415,China,1999,3419,913.8708506,39.3,36,22.49909,22.54523,1262713651
416,China,2000,3678,993.3385869,36.9,,22.54068,22.60003,1269974572
417,China,2001,3955,1077.046822,34.3,,22.57822,22.64198,1277188787
418,China,2002,4285,1195.447516,31.6,28.06,22.61654,22.67688,1284349938
419,China,2003,4685,1380.201025,28.9,,22.65637,22.72156,1291485488
420,China,2004,5127,1586.777,26.3,,22.69719,22.77469,1298573031
421,China,2005,5675,1783.87077,24,15.77,22.74628,22.82195,1305600630
422,China,2006,6360,2041.967323,21.9,,22.80042,22.85678,1312600877
423,China,2007,7225,2330.262504,20.1,,22.86161,22.88607,1319625197
424,China,2008,7880,2457.547814,18.5,12.34,22.92176,22.91041,1326690636
425,China,2009,8565,2632.724637,17,,,,1333807063
426,China,2010,9430,2943.690874,15.7,9.19,,,1340968737
427,China,2011,10274,3297.970434,14.5,6.26,,,1348174478
428,China,2012,11017,,13.4,,,,1355386952
429,China,2013,11805,,12.3,,,,1362514260
430,China,2014,12609,,11.4,,,,1369435670
431,China,2015,13334,,10.7,,,,1376048943
432,Germany,1800,1639,,340.25,,,,22886919
433,Germany,1801,1651,,340.25,,,,
434,Germany,1802,1663,,340.25,,,,
435,Germany,1803,1674,,340.25,,,,
436,Germany,1804,1686,,340.25,,,,
437,Germany,1805,1698,,340.25,,,,
438,Germany,1806,1710,,340.25,,,,
439,Germany,1807,1722,,340.25,,,,
440,Germany,1808,1734,,340.25,,,,
441,Germany,1809,1746,,340.25,,,,
442,Germany,1810,1759,,340.25,,,,23882461
443,Germany,1811,1771,,340.25,,,,
444,Germany,1812,1784,,340.25,,,,
445,Germany,1813,1796,,340.25,,,,
446,Germany,1814,1809,,340.25,,,,
447,Germany,1815,1822,,340.25,,,,
448,Germany,1816,1834,,340.25,,,,
449,Germany,1817,1847,,340.25,,,,
450,Germany,1818,1860,,340.25,,,,
451,Germany,1819,1874,,340.25,,,,
452,Germany,1820,1887,,340.25,,,,25507768
453,Germany,1821,1900,,340.25,,,,
454,Germany,1822,1913,,340.25,,,,
455,Germany,1823,1927,,340.25,,,,
456,Germany,1824,1941,,340.25,,,,
457,Germany,1825,1954,,340.25,,,,
458,Germany,1826,1968,,340.25,,,,
459,Germany,1827,1982,,351.73,,,,
460,Germany,1828,1996,,363.61,,,,
461,Germany,1829,2010,,375.88,,,,
462,Germany,1830,2024,,388.56,,,,28016571
463,Germany,1831,2032,,401.68,,,,
464,Germany,1832,2039,,415.24,,,,
465,Germany,1833,2047,,429.25,,,,
466,Germany,1834,2055,,443.74,,,,
467,Germany,1835,2063,,458.72,,,,
468,Germany,1836,2070,,474.2,,,,
469,Germany,1837,2078,,490.44,,,,
470,Germany,1838,2086,,482.32,,,,
471,Germany,1839,2094,,462.84,,,,
472,Germany,1840,2102,,485.57,,,,31016143
473,Germany,1841,2110,,487.2,,,,
474,Germany,1842,2118,,516.43,,,,
475,Germany,1843,2126,,466.08,,,,
476,Germany,1844,2134,,466.08,,,,
477,Germany,1845,2142,,469.33,,,,
478,Germany,1846,2150,,516.43,,,,
479,Germany,1847,2158,,464.46,,,,
480,Germany,1848,2166,,506.68,,,,
481,Germany,1849,2174,,462.84,,,,
482,Germany,1850,2182,,482.32,,,,33663143
483,Germany,1851,2152,,466.08,,,,
484,Germany,1852,2180,,483.95,,,,
485,Germany,1853,2161,,462.84,,,,
486,Germany,1854,2207,,472.58,,,,
487,Germany,1855,2173,,462.84,,,,
488,Germany,1856,2343,,410.94,,,,
489,Germany,1857,2440,,498.56,,,,
490,Germany,1858,2409,,469.33,,,,
491,Germany,1859,2396,,526.17,,,,
492,Germany,1860,2509,,422.24,,,,36383150
493,Germany,1861,2423,,441.88,,,,
494,Germany,1862,2519,,462.44,,,,
495,Germany,1863,2678,,483.95,,,,
496,Germany,1864,2726,,482.32,,,,
497,Germany,1865,2711,,539.16,,,,
498,Germany,1866,2713,,488.82,,,,
499,Germany,1867,2706,,506.68,,,,
500,Germany,1868,2852,,498.56,,,,
501,Germany,1869,2851,,475.83,,,,
502,Germany,1870,2819,,483.95,,,,39702235
503,Germany,1871,2785,,535.92,,,,
504,Germany,1872,2962,,488.82,,,,
505,Germany,1873,3065,,498.56,,,,
506,Germany,1874,3258,,482.32,,,,
507,Germany,1875,3241,,393.18,,,,
508,Germany,1876,3177,,370.54,,,,
509,Germany,1877,3119,,365.73,,,,
510,Germany,1878,3228,,367.32,,,,
511,Germany,1879,3114,,354.43,,,,
512,Germany,1880,3057,,389.96,,,,43577358
513,Germany,1881,3110,,364.1,,,,
514,Germany,1882,3140,,370.54,,,,
515,Germany,1883,3292,,377.02,,,,
516,Germany,1884,3347,,381.88,,,,
517,Germany,1885,3405,,367.32,,,,
518,Germany,1886,3398,,381.88,,,,
519,Germany,1887,3497,,352.81,,,,
520,Germany,1888,3598,,354.43,,,,
521,Germany,1889,3658,,367.32,,,,
522,Germany,1890,3733,,367.32,,,,48211294
523,Germany,1891,3685,,356.05,,,,
524,Germany,1892,3798,,373.78,,,,
525,Germany,1893,3946,,364.1,,,,
526,Germany,1894,3996,,356.05,,,,
527,Germany,1895,4133,,373.78,,,,
528,Germany,1896,4216,,338.26,,,,
529,Germany,1897,4271,,360.86,,,,
530,Germany,1898,4384,,341.52,,,,
531,Germany,1899,4473,,351.19,,,,
532,Germany,1900,4596,,372.17,,,,55293434
533,Germany,1901,4422,,336.63,,,,
534,Germany,1902,4457,,297.52,,,,
535,Germany,1903,4634,,331.76,,,,
536,Germany,1904,4751,,318.75,,,,
537,Germany,1905,4783,,333.4,,,,
538,Germany,1906,4858,,300.8,,,,
539,Germany,1907,5002,,286.02,,,,
540,Germany,1908,5017,,289.32,,,,
541,Germany,1909,5049,,276.23,,,,
542,Germany,1910,5162,,263.54,,,,64064129
543,Germany,1911,5277,,312.26,,,,
544,Germany,1912,5477,,236.99,,,,
545,Germany,1913,5692,,244.31,,,,
546,Germany,1914,4793,,266.83,,,,
547,Germany,1915,4559,,238.82,,,,
548,Germany,1916,4633,,224.05,,,,
549,Germany,1917,4679,,240.65,,,,
550,Germany,1918,4746,,256.73,,,,
551,Germany,1919,4131,,233.32,,,,
552,Germany,1920,4482,,207.23,,,,62277173
553,Germany,1921,4969,,212.85,,,,
