,Country,Year,gdp_per_capita,Electricity_consumption_per_capita,under5mortality,Poverty,BMI_male,BMI_female,population
1073,Japan,2009,32880,7838.005685,3.3,,,,127340884
1074,Japan,2010,34404,8377.647349,3.2,,,,127319802
1075,Japan,2011,34316,7847.804487,3.4,,,,127252900
1076,Japan,2012,34988,,3,,,,127139821
1077,Japan,2013,35614,,2.9,,,,126984964
1078,Japan,2014,35635,,2.8,,,,126794564
1079,Japan,2015,36162,,2.7,,,,126573481
1080,United Kingdom,1800,3431,,329.04,,,,12327466
1081,United Kingdom,1801,3439,,326.83,,,,
1082,United Kingdom,1802,3450,,324.61,,,,
1083,United Kingdom,1803,3339,,322.4,,,,
1084,United Kingdom,1804,3291,,321.31,,,,
1085,United Kingdom,1805,3439,,320.22,,,,
1086,United Kingdom,1806,3377,,318.04,,,,
1087,United Kingdom,1807,3549,,316.96,,,,
1088,United Kingdom,1808,3340,,315.87,,,,
1089,United Kingdom,1809,3401,,314.78,,,,
1090,United Kingdom,1810,3575,,313.69,,,,14106058
1091,United Kingdom,1811,3492,,311.52,,,,
1092,United Kingdom,1812,3298,,310.45,,,,
1093,United Kingdom,1813,3423,,308.32,,,,
1094,United Kingdom,1814,3296,,309.38,,,,
1095,United Kingdom,1815,3589,,310.45,,,,
1096,United Kingdom,1816,3345,,311.52,,,,
1097,United Kingdom,1817,3348,,312.61,,,,
1098,United Kingdom,1818,3295,,313.69,,,,
1099,United Kingdom,1819,3195,,313.69,,,,
1100,United Kingdom,1820,3403,,314.78,,,,16221883
1101,United Kingdom,1821,3406,,315.87,,,,
1102,United Kingdom,1822,3415,,316.96,,,,
1103,United Kingdom,1823,3460,,316.96,,,,
1104,United Kingdom,1824,3597,,314.78,,,,
1105,United Kingdom,1825,3628,,312.61,,,,
1106,United Kingdom,1826,3390,,311.52,,,,
1107,United Kingdom,1827,3605,,309.38,,,,
1108,United Kingdom,1828,3566,,307.25,,,,
1109,United Kingdom,1829,3549,,308.32,,,,
1110,United Kingdom,1830,3661,,309.38,,,,18533999
1111,United Kingdom,1831,3656,,310.45,,,,
1112,United Kingdom,1832,3726,,303.93,,,,
1113,United Kingdom,1833,3713,,297.55,,,,
1114,United Kingdom,1834,3755,,291.31,,,,
1115,United Kingdom,1835,3984,,285.19,,,,
1116,United Kingdom,1836,4063,,279.2,,,,
1117,United Kingdom,1837,3981,,273.34,,,,
1118,United Kingdom,1838,4090,,267.6,,,,
1119,United Kingdom,1839,4007,,261.98,,,,
1120,United Kingdom,1840,4149,,256.48,,,,20737251
1121,United Kingdom,1841,4022,,251.1,,,,
1122,United Kingdom,1842,3934,,261.57,,,,
1123,United Kingdom,1843,4080,,258.26,,,,
1124,United Kingdom,1844,4386,,258.97,,,,
1125,United Kingdom,1845,4533,,248.33,,,,
1126,United Kingdom,1846,4480,,281.44,,,,
1127,United Kingdom,1847,4377,,281.62,,,,
1128,United Kingdom,1848,4508,,278.55,,,,
1129,United Kingdom,1849,4572,,279.91,,,,
1130,United Kingdom,1850,4480,,247.4,,,,22623571
1131,United Kingdom,1851,4631,,262.32,,,,
1132,United Kingdom,1852,4784,,267.19,,,,
1133,United Kingdom,1853,4898,,264.39,,,,
1134,United Kingdom,1854,5080,,281.86,,,,
1135,United Kingdom,1855,4914,,261.02,,,,
1136,United Kingdom,1856,5188,,247.31,,,,
1137,United Kingdom,1857,5196,,262.53,,,,
1138,United Kingdom,1858,5051,,280.66,,,,
1139,United Kingdom,1859,5210,,273.92,,,,
1140,United Kingdom,1860,5268,,244.34,,,,24783522
1141,United Kingdom,1861,5204,,258.5,,,,
1142,United Kingdom,1862,4937,,253.68,,,,
1143,United Kingdom,1863,5351,,279.46,,,,
1144,United Kingdom,1864,5446,,271.8,,,,
1145,United Kingdom,1865,5527,,266.94,,,,
1146,United Kingdom,1866,5650,,268.94,,,,
1147,United Kingdom,1867,5623,,248.35,,,,
1148,United Kingdom,1868,5844,,262.91,,,,
1149,United Kingdom,1869,5843,,262.86,,,,
1150,United Kingdom,1870,6046,,268.38,,,,27651628
1151,United Kingdom,1871,6310,,258.1,,,,
1152,United Kingdom,1872,6274,,243.59,,,,
1153,United Kingdom,1873,6274,,235.38,,,,
1154,United Kingdom,1874,6457,,252.81,,,,
1155,United Kingdom,1875,6464,,252.19,,,,
1156,United Kingdom,1876,6441,,238.62,,,,
1157,United Kingdom,1877,6410,,225.11,,,,
1158,United Kingdom,1878,6364,,251.58,,,,
1159,United Kingdom,1879,6176,,228.19,,,,
1160,United Kingdom,1880,6553,,251.14,,,,30849957
1161,United Kingdom,1881,6637,,209.77,,,,
1162,United Kingdom,1882,6696,,232.6,,,,
1163,United Kingdom,1883,6848,,221.54,,,,
1164,United Kingdom,1884,6736,,233.23,,,,
1165,United Kingdom,1885,6633,,218.87,,,,
1166,United Kingdom,1886,6621,,230.59,,,,
1167,United Kingdom,1887,6835,,227.13,,,,
1168,United Kingdom,1888,6995,,212.93,,,,
1169,United Kingdom,1889,7164,,227.85,,,,
1170,United Kingdom,1890,7169,,231.98,,,,34215580
1171,United Kingdom,1891,7276,,232.86,,,,
1172,United Kingdom,1892,7072,,227.6,,,,
1173,United Kingdom,1893,6963,,236.18,,,,
1174,United Kingdom,1894,7216,,207.3,,,,
1175,United Kingdom,1895,7387,,236.93,,,,
1176,United Kingdom,1896,7629,,225.2,,,,
1177,United Kingdom,1897,7642,,226.29,,,,
1178,United Kingdom,1898,7909,,231.16,,,,
1179,United Kingdom,1899,8113,,232.28,,,,
1180,United Kingdom,1900,8013,,225.46,,,,37995759
1181,United Kingdom,1901,8107,,215.63,,,,
1182,United Kingdom,1902,8160,,199.43,,,,
1183,United Kingdom,1903,8018,,191.24,,,,
1184,United Kingdom,1904,8042,,208.62,,,,
1185,United Kingdom,1905,8208,,185.88,,,,
1186,United Kingdom,1906,8341,,190.09,,,,
1187,United Kingdom,1907,8428,,176.03,,,,
1188,United Kingdom,1908,8045,,175.66,,,,
1189,United Kingdom,1909,8163,,162.94,,,,
1190,United Kingdom,1910,8305,,155.93,,,,41804912
1191,United Kingdom,1911,8491,,189.21,,,,
1192,United Kingdom,1912,8564,,145.79,,,,
1193,United Kingdom,1913,8853,,157.87,,,,
1194,United Kingdom,1914,8930,,155.38,,,,
1195,United Kingdom,1915,9330,,165.64,,,,
1196,United Kingdom,1916,9377,,133.6,,,,
1197,United Kingdom,1917,9276,,136.51,,,,
1198,United Kingdom,1918,9439,,170.93,,,,
1199,United Kingdom,1919,8683,,134.61,,,,
1200,United Kingdom,1920,8316,,133.45,,,,43825720
1201,United Kingdom,1921,7420,,113.95,,,,
1202,United Kingdom,1922,7732,,119.9,,,,
1203,United Kingdom,1923,7892,,102.15,,,,
1204,United Kingdom,1924,8176,,114.06,,,,
1205,United Kingdom,1925,8407,,112.34,,,,
1206,United Kingdom,1926,8085,,103.04,,,,
1207,United Kingdom,1927,8647,,103.4,,,,
1208,United Kingdom,1928,8659,,97.87,,,,
1209,United Kingdom,1929,8858,,113.58,,,,
1210,United Kingdom,1930,8722,,89.22,,,,45957969
1211,United Kingdom,1931,8253,,95.15,,,,
1212,United Kingdom,1932,8187,,92.54,,,,
1213,United Kingdom,1933,8388,,87.49,,,,
1214,United Kingdom,1934,8834,,86.23,,,,
1215,United Kingdom,1935,9095,,80.31,,,,
1216,United Kingdom,1936,9459,,83.07,,,,
1217,United Kingdom,1937,9719,,80.23,,,,
1218,United Kingdom,1938,9726,,73.26,,,,
1219,United Kingdom,1939,10022,,65.68,,,,
1220,United Kingdom,1940,10935,,76.98,,,,48235963
1221,United Kingdom,1941,11860,,81.02,,,,
1222,United Kingdom,1942,11997,,67.78,,,,
1223,United Kingdom,1943,12078,,64.41,,,,
1224,United Kingdom,1944,11467,,59.26,,,,
1225,United Kingdom,1945,10881,,54.88,,,,
1226,United Kingdom,1946,10644,,53.37,,,,
1227,United Kingdom,1947,10411,,53.31,,,,
1228,United Kingdom,1948,10599,,39.99,,,,
1229,United Kingdom,1949,10866,,38.1,,,,
1230,United Kingdom,1950,11135,,36.6,,,,50616012
1231,United Kingdom,1951,11416,,35.1,,,,50620538
1232,United Kingdom,1952,11367,,33.6,,,,50683596
1233,United Kingdom,1953,11751,,32.1,,,,50792671
1234,United Kingdom,1954,12173,,30.8,,,,50938227
1235,United Kingdom,1955,12531,,29.6,,,,51113711
1236,United Kingdom,1956,12572,,28.7,,,,51315724
1237,United Kingdom,1957,12702,,28,,,,51543847
1238,United Kingdom,1958,12672,,27.4,,,,51800117
1239,United Kingdom,1959,13122,,27,,,,52088147
1240,United Kingdom,1960,13697,2412.137405,26.6,,,,52410496
1241,United Kingdom,1961,13887,2553.693182,26.1,,,,52765864
1242,United Kingdom,1962,13897,2780.657277,25.6,,,,53146634
1243,United Kingdom,1963,14393,3002.087605,24.9,,,,53537821
1244,United Kingdom,1964,15067,3127.462963,24.2,,,,53920055
1245,United Kingdom,1965,15292,3330.18388,23.4,,,,54278349
1246,United Kingdom,1966,15494,3425.803087,22.8,,,,54606608
1247,United Kingdom,1967,15777,3506.887062,22.2,,,,54904680
1248,United Kingdom,1968,16357,3762.590176,21.8,,,,55171084
1249,United Kingdom,1969,16616,4006.330969,21.4,,,,55406435
1250,United Kingdom,1970,16933,4166.932402,21,,,,55611401
1251,United Kingdom,1971,17207,4254.652412,20.6,,,,55785325
1252,United Kingdom,1972,17793,4372.636946,20.1,,,,55927492
1253,United Kingdom,1973,19043,4671.718297,19.4,,,,56039166
1254,United Kingdom,1974,18801,4534.254275,18.7,,,,56122405
1255,United Kingdom,1975,18699,4492.421629,18,,,,56179925
1256,United Kingdom,1976,19207,4587.688515,17.2,,,,56212943
1257,United Kingdom,1977,19684,4668.423169,16.5,,,,56224944
1258,United Kingdom,1978,20337,4729.849387,15.7,,,,56223974
1259,United Kingdom,1979,20871,4922.915733,14.9,,,,56220089
1260,United Kingdom,1980,20417,4683.932739,14.1,,24.72216,24.20878,56221513
1261,United Kingdom,1981,20149,4572.953846,13.4,,24.78911,24.29483,56231020
1262,United Kingdom,1982,20607,4480.335413,12.7,,24.86057,24.38471,56250124
1263,United Kingdom,1983,21357,4549.175288,12.2,,24.93208,24.47631,56283959
1264,United Kingdom,1984,21904,4597.739693,11.7,,25.00774,24.57154,56337848
1265,United Kingdom,1985,22648,4826.714526,11.4,,25.08727,24.673,56415196
1266,United Kingdom,1986,23516,4953.653576,11.1,,25.17483,24.77877,56519444
1267,United Kingdom,1987,24551,5082.439806,10.8,,25.26661,24.89084,56649375
1268,United Kingdom,1988,25750,5232.737649,10.4,,25.36885,25.00301,56797704
1269,United Kingdom,1989,26279,5295.224527,9.9,,25.47263,25.11882,56953861
1270,United Kingdom,1990,26424,5356.57521,9.3,,25.58043,25.23089,57110117
1271,United Kingdom,1991,26017,5451.677171,8.7,0.68,25.68395,25.33861,57264600
1272,United Kingdom,1992,26062,5452.393333,8.2,,25.79325,25.45103,57419469
1273,United Kingdom,1993,26688,5491.989118,7.8,,25.90392,25.55032,57575969
1274,United Kingdom,1994,27691,5380.264265,7.4,0.67,26.01879,25.64891,57736667
1275,United Kingdom,1995,28317,5575.808489,7.2,1.35,26.12699,25.74528,57903790
1276,United Kingdom,1996,28998,5815.828404,7,,26.23783,25.84873,58079322
1277,United Kingdom,1997,29662,5831.957547,6.9,,26.34611,25.94952,58263858
1278,United Kingdom,1998,30614,5908.87149,6.8,,26.44777,26.04969,58456989
1279,United Kingdom,1999,31474,6007.484416,6.7,0.67,26.55022,26.14993,58657794
1280,United Kingdom,2000,32543,6114.529259,6.6,,26.64648,26.24386,58867004
1281,United Kingdom,2001,33282,6143.199664,6.4,,26.74677,26.34053,59080221
1282,United Kingdom,2002,33954,6147.391939,6.3,,26.83783,26.431,59301235
1283,United Kingdom,2003,35250,6182.9802,6.3,,26.92578,26.51409,59548421
1284,United Kingdom,2004,35910,6151.062742,6.1,0.67,27.0162,26.59989,59846226
1285,United Kingdom,2005,36665,6289.404044,6,,27.10412,26.68071,60210012
1286,United Kingdom,2006,37504,6226.257365,5.9,,27.20432,26.77054,60648850
1287,United Kingdom,2007,38164,6136.015114,5.8,1.01,27.29918,26.85908,61151820
1288,United Kingdom,2008,37739,6056.290533,5.6,,27.39249,26.94449,61689620
1289,United Kingdom,2009,35840,5685.635995,5.4,,,,62221164
1290,United Kingdom,2010,36240,5745.435003,5.2,1.01,,,62716684
1291,United Kingdom,2011,36549,5516.308585,5,,,,63164949
1292,United Kingdom,2012,36535,,4.8,,,,63573766
1293,United Kingdom,2013,36908,,4.6,,,,63955654
1294,United Kingdom,2014,37614,,4.4,,,,64331348
1295,United Kingdom,2015,38225,,4.2,,,,64715810
1296,United States,1800,2128,,462.89,,,,6801854
1297,United States,1801,2168,,462.7,,,,
1298,United States,1802,2203,,462.5,,,,
1299,United States,1803,2167,,462.31,,,,
1300,United States,1804,2166,,462.12,,,,
1301,United States,1805,2211,,461.93,,,,
1302,United States,1806,2252,,461.73,,,,
1303,United States,1807,2274,,461.54,,,,
1304,United States,1808,2115,,461.35,,,,
1305,United States,1809,2218,,461.15,,,,
1306,United States,1810,2283,,460.96,,,,8294928
1307,United States,1811,2328,,460.42,,,,
1308,United States,1812,2289,,459.88,,,,
1309,United States,1813,2314,,459.34,,,,
1310,United States,1814,2358,,458.8,,,,
1311,United States,1815,2349,,458.27,,,,
1312,United States,1816,2254,,457.73,,,,
1313,United States,1817,2252,,457.19,,,,
1314,United States,1818,2259,,456.65,,,,
1315,United States,1819,2255,,456.11,,,,
1316,United States,1820,2242,,455.57,,,,10361646
1317,United States,1821,2277,,454.61,,,,
1318,United States,1822,2340,,453.64,,,,
1319,United States,1823,2315,,452.68,,,,
1320,United States,1824,2378,,451.72,,,,
1321,United States,1825,2432,,450.76,,,,
1322,United States,1826,2448,,449.79,,,,
1323,United States,1827,2459,,448.83,,,,
1324,United States,1828,2459,,447.87,,,,
1325,United States,1829,2379,,446.9,,,,
1326,United States,1830,2552,,445.94,,,,13480460
1327,United States,1831,2709,,443.96,,,,
1328,United States,1832,2807,,441.99,,,,
1329,United States,1833,2906,,440.01,,,,
1330,United States,1834,2768,,438.03,,,,
1331,United States,1835,2874,,436.06,,,,
1332,United States,1836,2916,,434.08,,,,
1333,United States,1837,2826,,432.1,,,,
1334,United States,1838,2800,,430.12,,,,
1335,United States,1839,2937,,428.15,,,,
1336,United States,1840,2792,,426.17,,,,17942443
1337,United States,1841,2735,,422.81,,,,
1338,United States,1842,2712,,419.45,,,,
1339,United States,1843,2754,,416.08,,,,
1340,United States,1844,2905,,412.72,,,,
1341,United States,1845,2951,,409.36,,,,
1342,United States,1846,2968,,406,,,,
1343,United States,1847,3046,,402.64,,,,
1344,United States,1848,3126,,399.27,,,,
1345,United States,1849,3046,,395.91,,,,
1346,United States,1850,3059,,392.55,,,,24136293
1347,United States,1851,3184,,386.42,,,,
1348,United States,1852,3347,,380.3,,,,
1349,United States,1853,3576,,374.17,,,,
1350,United States,1854,3586,,368.04,,,,
1351,United States,1855,3507,,361.92,,,,
1352,United States,1856,3582,,355.79,,,,
1353,United States,1857,3503,,349.66,,,,
1354,United States,1858,3522,,343.53,,,,
1355,United States,1859,3617,,337.41,,,,
1356,United States,1860,3714,,331.28,,,,31936643
1357,United States,1861,3638,,329.43,,,,
1358,United States,1862,3751,,327.58,,,,
1359,United States,1863,3995,,325.74,,,,
1360,United States,1864,4127,,323.89,,,,
1361,United States,1865,3914,,322.04,,,,
1362,United States,1866,3884,,320.19,,,,
1363,United States,1867,4013,,318.34,,,,
1364,United States,1868,4066,,316.5,,,,
1365,United States,1869,4175,,314.65,,,,
1366,United States,1870,4058,,312.8,,,,40821569
1367,United States,1871,4154,,317.14,,,,
1368,United States,1872,4218,,321.47,,,,
1369,United States,1873,4323,,325.81,,,,
1370,United States,1874,4196,,330.14,,,,
1371,United States,1875,4316,,334.48,,,,
1372,United States,1876,4269,,338.82,,,,
1373,United States,1877,4311,,343.15,,,,
1374,United States,1878,4396,,347.49,,,,
1375,United States,1879,4834,,351.82,,,,
1376,United States,1880,5292,,356.16,,,,51256498
1377,United States,1881,5344,,346.54,,,,
1378,United States,1882,5549,,336.92,,,,
1379,United States,1883,5552,,327.29,,,,
1380,United States,1884,5521,,317.67,,,,
1381,United States,1885,5439,,308.05,,,,
1382,United States,1886,5479,,298.43,,,,
1383,United States,1887,5603,,288.81,,,,
1384,United States,1888,5461,,279.18,,,,
1385,United States,1889,5680,,274,,,,
1386,United States,1890,5646,,267.97,,,,63810074
1387,United States,1891,5772,,264,,,,
1388,United States,1892,6207,,260.02,,,,
1389,United States,1893,5792,,257.1,,,,
1390,United States,1894,5519,,253.19,,,,
1391,United States,1895,6070,,249.28,,,,
1392,United States,1896,5837,,246.37,,,,
1393,United States,1897,6280,,242.47,,,,
1394,United States,1898,6299,,238.58,,,,
1395,United States,1899,6752,,234.69,,,,
1396,United States,1900,6819,,231.7,,,,77415610
1397,United States,1901,7442,,227.8,,,,
1398,United States,1902,7372,,216.59,,,,
1399,United States,1903,7589,,215.43,,,,
1400,United States,1904,7355,,224.23,,,,
1401,United States,1905,7744,,217.53,,,,
1402,United States,1906,8474,,218.96,,,,
1403,United States,1907,8452,,217.67,,,,
1404,United States,1908,7612,,202.16,,,,
1405,United States,1909,8374,,193.91,,,,
1406,United States,1910,8287,,201.91,,,,93559186
1407,United States,1911,8416,,187.46,,,,
1408,United States,1912,8666,,180.92,,,,
1409,United States,1913,8824,,185.26,,,,
1410,United States,1914,7981,,175.52,,,,
1411,United States,1915,8081,,170.81,,,,
1412,United States,1916,9061,,177.48,,,,
1413,United States,1917,8703,,178.45,,,,
1414,United States,1918,9375,,236.64,,,,
1415,United States,1919,9401,,166.74,,,,
1416,United States,1920,9181,,165.35,,,,108441644
1417,United States,1921,8789,,143.36,,,,
1418,United States,1922,9135,,143.56,,,,
1419,United States,1923,10150,,147.5,,,,
1420,United States,1924,10249,,137.09,,,,
1421,United States,1925,10316,,127.42,,,,
1422,United States,1926,10828,,118.43,,,,
1423,United States,1927,10771,,110.08,,,,
1424,United States,1928,10746,,102.31,,,,
1425,United States,1929,11272,,95.09,,,,
1426,United States,1930,10139,,88.39,,,,125055606
1427,United States,1931,9277,,82.15,,,,
1428,United States,1932,7991,,76.35,,,,
1429,United States,1933,7769,,70.97,,,,
1430,United States,1934,8308,,77.27,,,,
1431,United States,1935,8872,,72.93,,,,
1432,United States,1936,10058,,73.44,,,,
1433,United States,1937,10413,,71.08,,,,
1434,United States,1938,9911,,67.09,,,,
1435,United States,1939,10605,,60.6,,,,
1436,United States,1940,11320,,59.54,,,,134354133
1437,United States,1941,13239,,58,,,,
1438,United States,1942,15702,,52.54,,,,
1439,United States,1943,18551,,51.48,,,,
1440,United States,1944,19847,,48.18,,,,
1441,United States,1945,18828,,46.12,,,,
1442,United States,1946,14777,,44.55,,,,
1443,United States,1947,14267,,40.82,,,,
1444,United States,1948,14544,,38.79,,,,
1445,United States,1949,14340,,38.7,,,,
1446,United States,1950,15319,,37.7,,,,157813040
1447,United States,1951,16198,,36.6,,,,159880756
1448,United States,1952,16508,,35.6,,,,162280405
1449,United States,1953,16974,,34.7,,,,164941716
1450,United States,1954,16558,,33.8,,,,167800046
1451,United States,1955,17409,,33,,,,170796378
1452,United States,1956,17428,,32.3,,,,173877321
1453,United States,1957,17430,,31.7,,,,176995108
1454,United States,1958,16961,,31.2,,,,180107612
1455,United States,1959,17909,,30.6,,,,183178348
1456,United States,1960,18059,4049.786629,30.1,,,,186176524
1457,United States,1961,18170,4182.175501,29.5,,,,189077076
1458,United States,1962,18966,4433.606021,28.9,,,,191860710
1459,United States,1963,19497,4690.486256,28.3,,,,194513911
1460,United States,1964,20338,4970.446456,27.7,,,,197028908
1461,United States,1965,21361,5234.685002,27.1,,,,199403532
1462,United States,1966,22495,5590.33374,26.4,,,,201629471
1463,United States,1967,22803,5888.340915,25.7,,,,203713082
1464,United States,1968,23647,6385.459329,24.9,,,,205687611
1465,United States,1969,24147,6904.8338,24.1,,,,207599308
1466,United States,1970,23908,7236.657043,23.3,,,,209485807
1467,United States,1971,24350,7517.304646,22.4,,,,211357912
1468,United States,1972,25374,8076.409269,21.5,,,,213219515
1469,United States,1973,26567,8573.194154,20.6,,,,215092900
1470,United States,1974,26258,8449.928456,19.7,,,,217001865
1471,United States,1975,25934,8522.394003,18.8,,,,218963561
1472,United States,1976,27041,8968.775655,17.9,,,,220993166
1473,United States,1977,27990,9337.724018,17.1,,,,223090871
1474,United States,1978,29281,9560.54541,16.3,,,,225239456
1475,United States,1979,29951,9700.695386,15.6,,,,227411604
1476,United States,1980,29619,9862.365497,15,,25.46406,25.02199,229588208
1477,United States,1981,30070,9976.693715,14.4,,25.57524,25.15155,231765783
1478,United States,1982,29230,9544.460943,13.9,,25.67883,25.26646,233953874
1479,United States,1983,30185,9742.005714,13.4,,25.78812,25.3848,236161961
1480,United States,1984,32110,10282.37464,13,,25.9069,25.52017,238404223
1481,United States,1985,33065,10414.2079,12.7,,26.02568,25.65827,240691557
1482,United States,1986,33899,10424.4273,12.4,0.68,26.1374,25.7815,243032017
1483,United States,1987,34787,10886.85826,12.2,,26.25939,25.92305,245425409
1484,United States,1988,35929,11298.33251,11.9,,26.37687,26.05411,247865202
1485,United States,1989,36830,11531.93231,11.6,,26.49269,26.18694,250340795
1486,United States,1990,37062,11713.3317,11.2,,26.60827,26.31709,252847810
1487,United States,1991,36543,12134.17213,10.9,0.67,26.71961,26.44245,255367160
1488,United States,1992,37321,12014.95825,10.5,,26.83609,26.56317,257908206
1489,United States,1993,37844,12261.52378,10.1,,26.95163,26.68394,260527420
1490,United States,1994,38892,12455.16217,9.8,0.67,27.06838,26.8081,263301323
1491,United States,1995,39476,12659.60763,9.5,,27.1781,26.9224,266275528
1492,United States,1996,40501,12854.29891,9.2,,27.28376,27.0375,269483224
1493,United States,1997,41812,12889.83228,8.9,1,27.39366,27.1572,272882865
1494,United States,1998,43166,13154.76303,8.7,,27.49846,27.27785,276354096
1495,United States,1999,44673,13281.86998,8.6,,27.60386,27.40374,279730801
1496,United States,2000,45986,13671.05202,8.4,0.67,27.71039,27.52943,282895741
1497,United States,2001,45978,13046.61415,8.3,,27.80569,27.64247,285796198
1498,United States,2002,46367,13296.1823,8.2,,27.90479,27.75614,288470847
1499,United States,2003,47260,13307.49201,8.1,,28.00041,27.86337,291005482
1500,United States,2004,48597,13388.58971,8.1,1,28.10039,27.97255,293530886
1501,United States,2005,49762,13704.57705,8,,28.19703,28.07372,296139635
1502,United States,2006,50599,13583.26696,7.9,,28.28959,28.16881,298860519
1503,United States,2007,51011,13657.44951,7.8,1.33,28.37574,28.25992,301655953
1504,United States,2008,50384,13663.42468,7.7,,28.45698,28.34359,304473143
1505,United States,2009,48558,12913.71143,7.5,,,,307231961
1506,United States,2010,49373,13394.91665,7.4,1.67,,,309876170
1507,United States,2011,49781,13246.04425,7.2,,,,312390368
1508,United States,2012,50549,,7.1,,,,314799465
1509,United States,2013,51282,,6.9,,,,317135919
1510,United States,2014,52118,,6.7,,,,319448634
1511,United States,2015,53354,,6.5,,,,321773631
